nom_instance,config,root_obj,obj_sol1,time_sol1,gap_sol1,time,solved,feas,opt,obj,LB,gap,nb_nodes,nb_cuts,valid
inst10_7_LIN_f5.txt,PITK ,"69,10","131,79","0,09","1000000000000000000000000000000000000000000000000000000000000000000000000000,00","1000,00",1,1,0,"116,19","82,20","29,25",644108,500,1
inst10_9_LIN_f5.txt, ,"2,33","143,95","1,20","1000000000000000000000000000000000000000000000000000000000000000000000000000,00","1000,00",1,1,0,"133,84","26,64","80,10",923000,0,1
inst10_9_LIN_f5.txt,I ,"2,33","143,53","1,07","1000000000000000000000000000000000000000000000000000000000000000000000000000,00","1000,00",1,1,0,"133,84","17,69","86,78",960500,0,1
inst10_9_LIN_f5.txt,T ,"2,34","135,47","0,66","1000000000000000000000000000000000000000000000000000000000000000000000000000,00","1000,00",1,1,0,"133,84","26,44","80,24",1121136,0,1
inst10_9_LIN_f5.txt,K ,"2,33","146,80","0,07","1000000000000000000000000000000000000000000000000000000000000000000000000000,00","1000,00",1,1,0,"133,84","42,86","67,98",1077600,0,1
inst10_9_LIN_f5.txt,P ,"2,33","155,89","0,72","1000000000000000000000000000000000000000000000000000000000000000000000000000,00","1000,00",1,1,0,"133,84","30,39","77,29",886014,500,1
inst10_9_LIN_f5.txt,ITK ,"2,34","153,58","0,08","1000000000000000000000000000000000000000000000000000000000000000000000000000,00","1000,00",1,1,0,"133,84","49,73","62,85",1307259,0,1
inst10_9_LIN_f5.txt,PIT ,"2,34","154,12","1,23","1000000000000000000000000000000000000000000000000000000000000000000000000000,00","1000,00",1,1,0,"133,84","24,10","81,99",443960,501,1
inst10_9_LIN_f5.txt,PIK ,"2,33","141,82","0,17","1000000000000000000000000000000000000000000000000000000000000000000000000000,00","1000,00",1,1,0,"133,84","29,18","78,20",747197,501,1
inst10_9_LIN_f5.txt,PTK ,"2,34","142,01","0,05","1000000000000000000000000000000000000000000000000000000000000000000000000000,00","1000,00",1,1,0,"133,84","47,11","64,80",1053300,500,1
inst10_9_LIN_f5.txt,PITK ,"2,34","142,10","0,16","1000000000000000000000000000000000000000000000000000000000000000000000000000,00","1000,00",1,1,0,"133,84","43,74","67,32",802349,500,1
inst20_0_LIN_f5.txt, ,"36,53",,,,"1000,00",0,,,,,,,,
inst20_0_LIN_f5.txt,I ,"36,53","216,36","699,28","1000000000000000000000000000000000000000000000000000000000000000000000000000,00","1000,00",1,1,0,"192,37","36,67","80,94",63400,0,1
inst20_0_LIN_f5.txt,T ,"36,61","223,47","61,13","1000000000000000000000000000000000000000000000000000000000000000000000000000,00","1000,00",1,1,0,"192,37","38,01","80,24",101072,0,1
inst20_0_LIN_f5.txt,K ,"36,53","235,60","292,00","1000000000000000000000000000000000000000000000000000000000000000000000000000,00","1000,00",1,1,0,"192,37","36,97","80,78",129980,0,1
inst20_0_LIN_f5.txt,P ,"36,53",,,,"1000,00",0,,,,,,,,
inst20_0_LIN_f5.txt,ITK ,"36,61","226,87","707,59","1000000000000000000000000000000000000000000000000000000000000000000000000000,00","1000,05",1,1,0,"192,37","40,07","79,17",97300,0,1
inst20_0_LIN_f5.txt,PIT ,"36,61","221,12","414,92","1000000000000000000000000000000000000000000000000000000000000000000000000000,00","1000,00",1,1,0,"192,37","40,90","78,74",75000,501,1
inst20_0_LIN_f5.txt,PIK ,"36,53","225,20","359,08","1000000000000000000000000000000000000000000000000000000000000000000000000000,00","1000,00",1,1,0,"192,37","36,71","80,92",47700,501,1
inst20_0_LIN_f5.txt,PTK ,"36,61",,,,"1000,00",0,,,,,,,,
inst20_0_LIN_f5.txt,PITK ,"36,61",,,,"1000,00",0,,,,,,,,
inst20_1_LIN_f5.txt, ,"127,55",,,,"1000,00",0,,,,,,,,
inst20_1_LIN_f5.txt,I ,"127,55",,,,"1000,00",0,,,,,,,,
inst20_1_LIN_f5.txt,T ,"127,59",,,,"1000,00",0,,,,,,,,
inst20_1_LIN_f5.txt,K ,"127,55","234,65","912,08","1000000000000000000000000000000000000000000000000000000000000000000000000000,00","1000,00",1,1,0,"219,84","127,55","41,98",80600,0,1
inst20_1_LIN_f5.txt,P ,"127,55","236,22","404,85","1000000000000000000000000000000000000000000000000000000000000000000000000000,00","1000,00",1,1,0,"219,84","127,67","41,93",121543,501,1
inst20_1_LIN_f5.txt,ITK ,"127,59",,,,"1000,00",0,,,,,,,,
inst20_1_LIN_f5.txt,PIT ,"127,59",,,,"1000,00",0,,,,,,,,
